,Unnamed: 0.1,Unnamed: 0,source_id,in_training_sample,mh_xgboost,teff_xgboost,logg_xgboost,Prot,bp_rp,abs_G,ruwe,survey,teff
97062,97062,97062,2103139042682507648,False,0.112,4110.0,4.615,36.818,1.8190088,7.739553966449133,0.9905217,Kepler,3947.463599742922
97064,97064,97064,2103142577434812800,False,0.099,5758.7,4.417,6.21,0.8020029,4.527614537029484,0.93307364,Kepler,5829.00359245578
97065,97065,97065,2103143234570592512,False,-0.013,6140.6,4.277,2.08,0.69037914,3.713142547503548,1.0364742,Kepler,6189.9765806031
97076,97076,97076,2103218001360107008,False,0.289,5106.9,4.508,22.61,1.0902681,5.531870860559675,1.0211008,Kepler,5040.575098450696
97078,97078,97078,2103225732301299968,True,0.286,5396.5,4.45,29.58,0.9431982,4.992009213012782,0.9207776,Kepler,5415.626909693409
97084,97084,97084,2103287889068287232,False,0.115,5739.9,4.36,13.71,0.864975,4.571127497441079,0.984876,Kepler,5638.411103721473
97085,97085,97085,2103290259890280960,False,0.009,5567.0,4.447,19.52,0.99228287,5.062678619210683,0.9750904,Kepler,5284.007583901653
97087,97087,97087,2103291874797954944,False,0.08,5016.8,4.572,13.61,1.1322584,6.035273618003906,0.89973146,Kepler,4944.187196139636
97088,97088,97088,2103293352266749696,False,-0.146,4942.6,4.573,16.158,1.1635704,6.242615017814352,0.9621614,Kepler,4875.397525818738
97089,97089,97089,2103293833303099392,False,-0.016,5805.0,4.346,18.17,0.85370064,4.697999352788759,1.0097013,Kepler,5671.811262343883
97090,97090,97090,2103294520497857152,False,0.061,4018.1,4.616,37.174,1.9123087,7.942460675162518,1.029788,Kepler,3870.112062453716
97091,97091,97091,2103294520498108800,False,0.086,5361.9,4.51,21.66,0.9914112,5.47299731715651,0.9200104,Kepler,5286.289033836096
97092,97092,97092,2103294554857576064,True,0.204,4895.9,4.527,40.99,1.1770649,6.006849360729813,1.0438079,Kepler,4846.559464671867
97094,97094,97094,2103303179152239616,False,-0.201,4748.5,4.607,19.243,1.296031,6.712609094248329,1.0384909,Kepler,4612.963693708732
97095,97095,97095,2103303213511982592,False,0.01,6317.7,4.077,5.12,0.7280073,3.041550378285482,0.9414648,Kepler,6065.1227903618965
97096,97096,97096,2103303350950929792,False,-0.113,5123.0,4.564,20.49,1.0715418,5.9688552191326885,1.052758,Kepler,5085.095751459616
97097,97097,97097,2103305034578025728,False,-0.406,4807.9,4.401,0.372,1.0649452,5.317394369028104,1.0941929,Kepler,5101.004499917644
97098,97098,97098,2103306443327312640,False,0.256,5087.0,4.508,25.4,1.1014643,5.66663459112902,1.0531601,Kepler,5014.40939084913
97099,97099,97099,2103306443327313280,False,-0.068,5856.7,4.289,25.05,0.9094839,4.470477817154951,0.9986653,Kepler,5509.708408146422
97102,97102,97102,2103307748997372800,False,-0.061,5295.0,4.526,19.68,1.0012255,5.501761807784767,1.020468,Kepler,5260.719171932891
97103,97103,97103,2103307817716848128,False,0.003,6089.8,3.93,8.2,0.69719696,2.388273031258814,0.87402105,Kepler,6167.1234943156605
97104,97104,97104,2103311459849143040,True,-0.0,4584.5,4.605,10.098,1.4292059,6.940578567483904,1.020873,Kepler,4393.121444543377
97105,97105,97105,2103312387562069760,False,-0.402,5532.1,3.233,31.93,1.0135851,1.6253310649166792,1.0069904,Kepler,5228.885145775072
97106,97106,97106,2103312525001031552,False,-0.077,4781.9,4.576,30.415,1.2555437,6.443656523662732,0.9713826,Kepler,4688.361498922905
97107,97107,97107,2103314346067173504,False,-0.132,5519.7,4.482,6.21,0.88045406,5.082898889831688,0.9495793,Kepler,5593.077588388438
97108,97108,97108,2103316854328135552,False,0.014,6209.7,4.121,5.37,0.7682743,3.0651817046990857,0.9734121,Kepler,5935.045820944237
97109,97109,97109,2103316854328138752,False,0.07,5710.8,4.192,27.59,0.93299675,4.081910363134083,1.1307863,Kepler,5443.781126145287
97110,97110,97110,2103318464937436416,False,-0.021,6400.8,4.258,3.38,0.58795357,3.4158417415937823,0.8956057,Kepler,6544.993400145628
97111,97111,97111,2103319328229266176,False,-0.184,3772.0,4.662,38.142,2.1574793,8.88424765695028,1.0830274,Kepler,3690.896420697999
97112,97112,97112,2103320423443782784,False,0.157,4966.2,4.499,35.503,1.1645231,5.885292788782484,0.98975253,Kepler,4873.345659590476
97113,97113,97113,2103320668259074048,False,0.001,5206.1,4.513,18.99,1.0168848,5.607073721668655,0.9940477,Kepler,5220.455641098408
97114,97114,97114,2103320874417512704,False,-0.068,5150.2,4.546,31.06,1.0661383,5.79474549621059,0.943821,Kepler,5098.1184384202825
97117,97117,97117,2103344239038625920,False,-0.004,5001.2,4.557,20.2,1.1293278,5.997171317247561,1.0238343,Kepler,4950.760104399951
97118,97118,97118,2103347949890428672,False,-0.482,4421.3,2.515,29.766,1.4404879,0.6855853167829657,1.0154746,Kepler,4376.372249590784
97119,97119,97119,2103349496078696320,False,-0.062,6270.6,4.278,0.95,0.6365671,3.6838369168243457,0.83687264,Kepler,6373.8230719487665
97120,97120,97120,2103349805316344448,False,-0.373,6104.3,4.242,7.11,0.69831944,3.841651643558467,1.0745276,Kepler,6163.3706774722295
97121,97121,97121,2103351244127789568,False,-0.022,3609.8,4.664,41.679,2.500616,9.734183256465208,1.0967104,Kepler,3459.687352799123
97122,97122,97122,2103351450286113408,False,-0.003,4553.7,4.589,10.654,1.455246,6.964171506118181,1.0187618,Kepler,4354.87919870513
97123,97123,97123,2103363377413109376,False,-0.099,4791.0,4.481,24.88,1.096756,5.470274479597393,1.3184236,Kepler,5025.37151699541
97125,97125,97125,2103364923601348992,False,0.159,5587.8,4.46,23.2,0.8895836,4.889148569857971,1.0369611,Kepler,5566.625782682289
97126,97126,97126,2103371314512727936,False,-0.036,4854.9,3.278,58.563,1.3397379,2.856299843563793,1.0380782,Kepler,4536.162447247809
97128,97128,97128,2103376258018578176,False,0.04,5822.8,4.193,7.75,0.80704594,3.770758784238351,1.0209519,Kepler,5813.381998282419
97129,97129,97129,2103377224387697280,False,-0.133,6008.1,4.276,8.08,0.7456112,4.016652741283499,0.8479073,Kepler,6007.798219814724
97130,97130,97130,2103377327466927872,False,-0.285,6150.7,3.404,4.55,0.58193207,1.7871157216090623,0.96847767,Kepler,6566.517565856633
97131,97131,97131,2103377533625370368,False,-0.044,4553.5,4.588,39.127,1.4420166,6.80934795079353,1.0088342,Kepler,4374.124102820562
97132,97132,97132,2103379560849880320,False,0.108,4873.5,4.585,13.483,1.2236719,6.300139027542329,0.9944829,Kepler,4750.66731573759
97133,97133,97133,2103380282404381440,False,0.188,6331.9,4.161,3.83,0.7759123,3.1963864177534163,1.0264475,Kepler,5910.796045029831
97134,97134,97134,2103381652497495296,False,-0.085,6396.9,4.099,3.65,0.6913042,3.1866760368542604,1.0554658,Kepler,6186.869897888568
97135,97135,97135,2103381725513446016,False,-0.137,4321.0,4.603,11.959,1.5924664,7.404810879027732,1.0142369,Kepler,4176.035035652613
97136,97136,97136,2103383271702055168,False,-0.125,6228.2,4.12,5.01,0.7677469,2.981889634678131,1.0951713,Kepler,5936.7253043876135
97137,97137,97137,2103388047705329152,False,-0.146,4849.9,4.59,12.521,1.2312336,6.426666040079493,0.99197596,Kepler,4735.646809521593
97138,97138,97138,2103389971850719488,False,-0.085,5377.3,4.424,24.85,1.0406199,5.26304842333224,1.0319159,Kepler,5160.68483009478
97139,97139,97139,2103390624686191744,False,-0.106,5309.4,4.522,28.35,0.9751196,5.488673284553739,0.9887211,Kepler,5329.302797411781
97140,97140,97140,2103390865205308416,False,0.035,5824.3,3.765,27.01,0.8647766,2.563892492774361,1.2067873,Kepler,5638.996095375512
97141,97141,97141,2103391621118595072,False,0.087,5080.1,4.535,21.21,1.1128902,5.819958690299105,0.9986112,Kepler,4988.055763031291
97142,97142,97142,2103392720630278656,True,0.143,5657.5,4.411,18.62,0.848753,4.690113221278811,0.7820462,Kepler,5686.569254550393
97143,97143,97143,2103392858068449408,False,-0.044,6054.8,4.077,16.97,0.70524406,3.1402603658372623,0.8234512,Kepler,6140.280351639686
97144,97144,97144,2103394404256680192,True,-0.055,5396.8,4.522,12.61,0.93734264,5.370291920081241,0.7728187,Kepler,5431.753836626275
97145,97145,97145,2103395675567021952,False,0.193,6086.8,3.98,5.43,0.819602,2.717114759534944,0.9711879,Kepler,5774.755506346075
97146,97146,97146,2103396190963859456,False,0.082,5737.5,4.121,18.93,0.8281536,3.719561781425174,0.9507599,Kepler,5748.668326250854
97147,97147,97147,2103396873861606272,True,-0.07,6150.2,4.316,3.77,0.67813396,3.9321052020716074,0.99049395,Kepler,6231.274077355927
97148,97148,97148,2103399317699648640,True,0.246,5727.7,4.365,13.71,0.8312111,4.541970783400629,0.8577086,Kepler,5739.384825284784
97149,97149,97149,2103399970534667520,False,-0.241,5212.2,4.46,29.176,0.9806633,5.024143386167728,1.017878,Kepler,5314.5866436175575
97150,97150,97150,2103400554650247680,False,0.179,5060.6,4.529,21.51,1.0963964,5.748671023185665,1.0362487,Kepler,5026.21121835188
97151,97151,97151,2103400687791786496,False,-0.106,4837.4,4.586,38.507,1.2194023,6.456395875688418,1.0126437,Kepler,4759.214281745934
97152,97152,97152,2103403612668159872,False,0.132,6247.5,4.305,4.35,0.66007805,3.6618889520482174,0.9394134,Kepler,6292.751488261649
97153,97153,97153,2103404093703389952,False,-0.205,5241.5,4.558,34.75,0.9947777,5.738309444272879,0.9264161,Kepler,5277.489015805848
97154,97154,97154,2103405193215017984,False,0.026,4951.7,4.542,27.34,1.1514778,6.043667891358524,1.1004245,Kepler,4901.652567107528
97155,97155,97155,2103405777330501504,False,0.105,5735.0,4.408,19.94,0.9911604,4.977702999352031,1.0213776,Kepler,5286.945837063175
97156,97156,97156,2103407014281098880,False,-0.0,5130.1,4.521,22.74,1.0556841,5.6642837217971085,1.0191239,Kepler,5123.537534831728
97157,97157,97157,2103407735835635712,False,0.422,5659.1,4.039,33.21,0.8912487,3.5930534398884664,1.0733843,Kepler,5561.824335379457
97158,97158,97158,2103408285591472768,False,0.008,5695.6,4.367,14.57,0.92505455,4.860147030656563,1.0725664,Kepler,5465.888966971777
97159,97159,97159,2103410484614584704,False,-0.331,5064.4,4.56,32.177,1.099576,6.137025458056641,1.0089141,Kepler,5018.798646791726
97160,97160,97160,2103411137449592704,False,0.035,5888.6,4.3,20.47,0.7893057,4.319012034871834,1.0441349,Kepler,5868.605905181297
97161,97161,97161,2103411206169067776,False,-0.028,5684.8,4.425,19.79,0.86940765,4.815156663568368,0.966454,Kepler,5625.367155538847
97163,97163,97163,2103413061594979584,False,0.024,4733.2,4.573,31.863,1.2872486,6.520713882500523,1.0119885,Kepler,4628.966964985785
97164,97164,97164,2103414058027428352,False,0.016,6345.2,4.216,2.44,0.78475666,3.59393675997703,1.0196596,Kepler,5882.887992489963
97165,97165,97165,2103416635007777536,False,0.18,5331.6,4.494,18.6,0.9951534,5.4014611962850445,1.0053343,Kepler,5276.5088179063005
97166,97166,97166,2103416802509846272,True,0.008,5888.6,4.37,16.63,0.77384377,4.4251682292746715,0.9275618,Kepler,5917.349859603818
97167,97167,97167,2103417390922058496,False,-0.054,4991.2,4.566,13.209,1.1452446,6.129449581815663,0.9597903,Kepler,4915.338736110462
97168,97168,97168,2103417940677846656,False,0.08,5858.7,4.054,13.37,0.9509783,3.657206882906406,1.043897,Kepler,5394.339125892
97169,97169,97169,2103418559153166336,False,0.097,5302.6,4.45,11.75,0.9973879,4.600115686146594,1.110444,Kepler,5270.686832501322
97170,97170,97170,2103419246348320256,False,0.023,5135.3,3.556,48.152,1.1542826,2.99445975754411,1.0030706,Kepler,4895.528047155621
97171,97171,97171,2103419894886298240,True,-0.023,6127.5,3.95,6.63,0.69183445,2.396852719456632,1.0507787,Kepler,6185.089964257244
97172,97172,97172,2103422613602387456,False,-0.247,6056.5,3.962,10.07,0.8046303,3.2081427283458126,0.99573606,Kepler,5820.857153800973
97173,97173,97173,2103428489117646848,False,-0.102,6145.2,4.072,22.5,0.85066223,3.3575615481748144,1.2218003,Kepler,5680.867084611682
97174,97174,97174,2103428660916361984,True,-0.014,5583.3,4.442,20.07,0.91434574,4.815006035506055,1.2176741,Kepler,5495.958408561783
97175,97175,97175,2103428660916363008,False,-0.13,5516.4,4.48,22.75,0.885478,5.1371284062441855,0.9893087,Kepler,5578.494938828044
97176,97176,97176,2103432917227135616,False,0.119,6253.7,3.986,4.88,0.80280304,2.752525622276913,0.9128279,Kepler,5826.520939096288
97177,97177,97177,2103433093322589184,True,-0.164,5119.5,4.527,24.88,1.051261,5.8047162324199295,1.1002243,Kepler,5134.381061905999
97178,97178,97178,2103435532864102912,False,-0.018,5814.4,4.349,19.09,0.81153107,4.554410272062878,1.0902071,Kepler,5799.540302913085
97179,97179,97179,2103437285210785536,False,-0.146,4041.8,4.623,23.398,1.843586,7.3941852602723905,1.0338056,Kepler,3926.3614573354703
97180,97180,97180,2103438522161443200,False,0.093,6141.0,4.221,7.53,0.7402649,3.8238238536446616,1.0633632,Kepler,6025.1331886024145
97181,97181,97181,2103443573043019904,False,-0.229,3760.9,4.65,20.688,2.103218,8.910993660292931,1.0394617,Kepler,3728.708202207483
97182,97182,97182,2103443985359872128,False,-0.263,5960.6,3.913,15.11,0.8703804,3.131945747427931,1.0496085,Kepler,5622.511295555963
97183,97183,97183,2103444775633879552,False,-0.152,3653.0,4.697,55.079,2.503687,10.215847349341797,1.0340011,Kepler,3457.6657548378353
97184,97184,97184,2103444981792072576,False,-0.447,5197.5,3.539,54.08,1.0570669,2.669243350291069,1.0672786,Kepler,5120.158349982755
97185,97185,97185,2103446562340071040,False,0.075,5788.4,4.376,17.12,0.89592457,4.711300243728122,0.9647667,Kepler,5548.379132531164
97186,97186,97186,2103448452125733376,False,-0.297,4873.0,4.459,27.553,1.1639414,5.442698168552669,1.0854166,Kepler,4874.598201021382
97188,97188,97188,2103454877396849280,False,0.02,4616.3,4.589,11.225,1.4206161,6.731840868743653,1.0245426,Kepler,4406.061537263709
97189,97189,97189,2103456457944907776,False,-0.078,5064.7,4.424,0.27,1.005003,5.1407435433304265,0.9901751,Kepler,5250.9461570181065
97190,97190,97190,2103456561024135296,False,0.109,6079.2,4.218,8.86,0.8304558,3.7631395102812046,1.0073092,Kepler,5741.676004791173
97191,97191,97191,2103457660535761152,False,-0.098,6512.0,4.074,3.73,0.67819405,3.2374194976858988,0.96306515,Kepler,6231.070635429056
97192,97192,97192,2103460959070650496,False,-0.121,5740.1,4.312,10.83,0.93073845,4.786514991919168,1.3829416,Kepler,5450.050527816518
97193,97193,97193,2103462367819931008,False,0.065,4937.5,4.527,27.289,1.1625795,5.3824203692334684,1.2765747,Kepler,4877.534235176579
97199,97199,97199,2103498136306643840,False,0.281,4773.3,4.55,39.846,1.3086977,6.303301519860863,1.0186415,Kepler,4590.221593324899
97200,97200,97200,2103499957372802432,False,0.111,5690.3,4.428,7.75,0.8683281,4.741630733269327,0.95412844,Kepler,5628.539369245999
97201,97201,97201,2103502426975517184,True,-0.09,6268.7,4.266,3.53,0.6337576,3.5039321669603396,1.0367781,Kepler,6383.586870302936
97202,97202,97202,2103502877950563968,False,-0.015,5800.0,4.367,7.54,0.8260422,4.6315729290235765,1.0493894,Kepler,5755.092604061773
97203,97203,97203,2103503084108993792,False,-0.065,5876.7,4.218,2.67,0.9012766,3.958774389622551,0.98078644,Kepler,5533.058672259476
97204,97204,97204,2103503427706358784,False,-0.263,5952.7,3.967,1.788,0.8427105,3.0482942718525265,1.0163375,Kepler,5704.675904410222
97205,97205,97205,2103503771303752704,False,-0.081,5636.3,4.382,16.67,1.0361891,5.301616237741227,1.0034404,Kepler,5171.7274354035435
97206,97206,97206,2103505283132297984,False,0.226,5624.9,4.389,20.36,1.0019159,4.920380041828679,1.0341816,Kepler,5258.930136594763
97207,97207,97207,2103506382644389632,True,-0.064,5369.2,4.487,44.17,0.9645128,5.307511617139772,1.0992888,Kepler,5357.687107295547
97208,97208,97208,2103506863680265856,False,0.115,5508.3,4.462,22.55,0.9057636,5.032291283064161,0.9448454,Kepler,5520.271315528613
97209,97209,97209,2103507585234770176,False,-0.197,5471.4,4.538,10.61,1.0102034,5.38416378037649,1.0352768,Kepler,5237.554483665235
97210,97210,97210,2103507791393207296,False,-0.213,6216.6,3.668,3.777,0.6547098,2.0420455744628576,1.1931908,Kepler,6311.161720712417
97211,97211,97211,2103508581667216896,False,0.146,5565.3,4.458,10.48,0.98897076,5.080875920989406,0.928434,Kepler,5292.687278920585
97212,97212,97212,2103508890904876160,False,0.018,5266.3,4.51,19.63,1.0012779,5.450896670336997,0.990817,Kepler,5260.583342877273
97213,97213,97213,2103511948921579520,False,-0.24,6313.3,4.238,2.62,0.64246464,3.691329602200284,0.9781656,Kepler,6353.379855758172
97214,97214,97214,2103512086360505856,False,-0.012,6299.9,4.266,3.13,0.7268419,3.778691491543736,1.0297179,Kepler,6068.942501164107
97215,97215,97215,2103512189439724032,False,0.18,6283.6,4.174,1.87,0.74002075,3.206037983178673,1.2877676,Kepler,6025.926383859512
97216,97216,97216,2103513834408629504,True,0.104,5800.1,4.427,6.57,0.82009125,4.7071435468406655,0.90589964,Kepler,5773.258188749909
97217,97217,97217,2103515075657802496,False,0.104,4423.5,4.593,31.433,1.5876112,7.121569846007645,1.05729,Kepler,4181.763220701147
97218,97218,97218,2103516759284836992,False,0.059,5265.2,4.499,33.52,1.0074482,5.394536527312626,1.0278544,Kepler,5244.640424861962
97219,97219,97219,2103519095747563648,False,-0.192,6195.6,3.974,5.48,0.8230915,3.1179628491360685,1.0341172,Kepler,5764.088924314552
97220,97220,97220,2103520740716046208,False,0.075,5194.1,4.531,12.02,1.055068,5.742076965494672,0.9434112,Kepler,5125.044777960673
97221,97221,97221,2103523493794082944,True,-0.034,6310.0,4.143,3.69,0.64471817,2.9849757664616696,0.9719626,Kepler,6345.587042979316
97222,97222,97222,2103526276932486144,False,0.033,5685.5,4.467,16.17,0.86872673,5.045079759376412,0.9555612,Kepler,5627.367667864002
97223,97223,97223,2103528029279658368,False,-0.098,5322.8,4.535,24.85,1.0267601,5.62432766088844,0.9664593,Kepler,5195.402890465351
97224,97224,97224,2103531121656097792,True,0.274,5688.0,4.27,27.44,0.851346,4.3094460630859714,0.9467725,Kepler,5678.827129783498
97225,97225,97225,2103532289887208576,False,-0.236,4310.7,4.617,43.739,1.5829763,7.420122013816449,1.0235423,Kepler,4187.269626731964
97231,97231,97231,2103568986087647360,False,0.262,4952.6,4.519,33.297,1.1568584,5.828599389790652,0.96554214,Kepler,4889.922111229871
97232,97232,97232,2103569364044743424,False,-0.031,5032.5,4.559,16.855,1.1511526,6.156091248390506,0.9984014,Kepler,4902.36403154116
97233,97233,97233,2103569673282398336,False,0.147,5596.5,4.465,15.08,1.0175695,5.352019455673338,1.016713,Kepler,5218.710154278398
97234,97234,97234,2103571219470695936,False,0.05,4705.0,4.596,16.15,1.3432531,6.650007648260633,1.0582165,Kepler,4530.1881695301
97235,97235,97235,2103571769226488192,False,-0.029,5745.9,4.396,23.23,0.8133106,4.612351461083737,0.9187161,Kepler,5794.061965906014
97236,97236,97236,2103575269620066944,False,0.061,5855.8,4.369,11.2,0.7940092,4.540273042308067,0.93434614,Kepler,5853.8907491965565
97237,97237,97237,2103575273919814016,False,-0.021,6006.8,4.189,17.0,0.74522877,3.62453811281625,1.0496514,Kepler,6009.036049897671
97238,97238,97238,2103578331936565888,False,-0.09,5024.0,4.5,8.5,1.153286,5.22113720777222,0.96199375,Kepler,4897.701796468757
97239,97239,97239,2103579294009294848,False,0.096,4798.3,4.566,19.534,1.2665491,6.407297277403522,0.9871308,Kepler,4667.45479101817
