,Unnamed: 0.1,Unnamed: 0,source_id,in_training_sample,mh_xgboost,teff_xgboost,logg_xgboost,Prot,bp_rp,abs_G,ruwe,survey,teff
86970,86970,86970,2076445820943259904,False,0.209,6255.0,4.039,36.594,0.7655153,2.8779635040153746,0.97338337,Kepler,5943.838937727256
86971,86971,86971,2076446061461485056,False,0.124,5390.9,4.418,26.66,1.0140762,4.6408110972533265,1.0167211,Kepler,5227.62871472868
86972,86972,86972,2076447023534125440,False,0.077,5598.8,4.44,25.95,0.9057064,4.883337220816731,0.98704404,Kepler,5520.434000757154
86973,86973,86973,2076447706423643264,False,0.097,6210.4,4.075,4.82,0.6772671,2.5903093211288155,0.83639675,Kepler,6234.209793928485
86974,86974,86974,2076449188197784064,False,-0.004,5228.8,4.496,30.91,1.0060415,5.549233342966204,0.9556737,Kepler,5248.266092227685
86975,86975,86975,2076449669234147968,False,0.058,6213.6,4.201,11.12,0.70532036,3.132351576351976,1.0707068,Kepler,6140.026513140572
86976,86976,86976,2076450631306917632,False,0.059,6030.8,4.211,9.16,0.75753117,3.600223715819041,0.9875171,Kepler,5969.384822126551
86977,86977,86977,2076451043623755776,False,0.146,5603.5,4.416,19.41,0.9037905,4.821132464797612,1.0633202,Kepler,5525.887986481708
86978,86978,86978,2076451971336765568,False,0.036,5671.2,4.444,5.8,0.8745241,4.868108568627468,0.9849519,Kepler,5610.372826587335
86979,86979,86979,2076452654225032448,False,0.046,6218.0,3.671,1.689,0.666975,1.9267844176971904,0.8461788,Kepler,6269.187209282569
86980,86980,86980,2076454445237800576,False,-0.436,5476.9,4.015,2.03,0.9015722,3.593616236265986,0.94814706,Kepler,5532.214652558498
86981,86981,86981,2076454582676784000,False,0.113,5625.9,4.042,7.93,0.938756,3.5250394411340196,1.06219,Kepler,5427.853025039341
86982,86982,86982,2076455063713192448,False,0.052,5939.5,4.305,18.45,0.86543465,3.982250364965155,1.0211518,Kepler,5637.056185961396
86983,86983,86983,2076456060145577984,False,-0.179,4975.7,4.565,28.668,1.1393385,6.1499893728279,1.0285935,Kepler,4928.402821683794
86984,86984,86984,2076456438102801664,False,-0.11,5429.6,4.441,27.75,0.91696167,4.482745530158546,1.0778484,Kepler,5488.585555636893
86985,86985,86985,2076456575541704960,False,0.264,5021.0,4.49,39.31,1.1226816,5.664025396696983,0.88468087,Kepler,4965.752189248906
86986,86986,86986,2076457503254660992,False,0.015,5047.6,4.548,10.76,1.1065464,5.9122194424271886,1.0094045,Kepler,5002.644124503524
86987,86987,86987,2076457537614421376,False,-0.13,6145.4,3.535,2.46,0.78244305,2.071462170185633,0.9944256,Kepler,5890.170624159291
86988,86988,86988,2076458254868078464,False,-0.296,4139.5,4.597,11.831,1.6966763,7.437548953545125,1.2277409,Kepler,4062.2412357860776
86989,86989,86989,2076459152521771904,False,0.121,6122.4,4.31,10.97,0.8173094,4.303518844627744,0.9767208,Kepler,5781.7796469474115
86990,86990,86990,2076459663612594944,False,-0.133,6360.5,4.018,1.217,0.6562214,2.599823898268607,0.97484,Kepler,6305.971659607216
86991,86991,86991,2076460183313929856,False,-0.041,5074.2,4.564,14.29,1.1092949,5.943528193861397,1.0004601,Kepler,4996.310276755372
86992,86992,86992,2076460492551560832,False,0.106,5826.5,4.389,6.99,0.8332195,4.580692061454364,0.99232715,Kepler,5733.299248951251
86993,86993,86993,2076461901300915200,False,-0.054,6374.3,4.265,3.29,0.6469879,3.494688717084827,1.0279592,Kepler,6337.748768930706
86994,86994,86994,2076462446751397888,False,-0.088,6099.2,4.263,6.01,0.71140575,3.927714266389401,1.0096275,Kepler,6119.822658405099
86995,86995,86995,2076462451056793728,False,0.058,5040.1,4.526,29.59,1.1166315,5.908943640853051,1.00777,Kepler,4979.503052934588
86996,86996,86996,2076463619287789952,False,0.063,6166.1,3.641,2.34,0.79678726,1.7674437237364824,0.969991,Kepler,5845.224295074706
86997,86997,86997,2076463928525422592,True,-0.078,6045.5,3.815,5.42,0.73933506,2.165635377054887,1.0854094,Kepler,6028.15478168847
86998,86998,86998,2076463962885180800,False,-0.121,5649.6,3.129,38.892,0.813159,1.1458401453393297,0.85567725,Kepler,5794.5283712121
86999,86999,86999,2076464787518895488,False,-0.126,5450.7,4.516,24.04,0.95696926,5.38584350647073,1.0022178,Kepler,5378.055575555964
87000,87000,87000,2076465371634464640,False,0.107,5806.3,4.331,15.87,0.9036093,4.684943163023002,1.0408741,Kepler,5526.40429861622
87001,87001,87001,2076465405994223104,False,0.222,4930.0,4.53,45.22,1.2046041,6.060645599505559,0.9751663,Kepler,4789.207020301367
87002,87002,87002,2076465474713700352,True,0.283,4910.6,4.52,35.853,1.1601162,5.971174020050402,1.0047377,Kepler,4882.857288208657
87003,87003,87003,2076466368066933376,False,0.023,5970.6,4.013,17.31,0.91115856,3.580768208679146,0.8994311,Kepler,5504.965303987032
87004,87004,87004,2076466398125938432,False,0.143,5755.0,4.23,18.69,0.8887224,4.184923784888241,1.0227262,Kepler,5569.111908210123
87005,87005,87005,2076467261420198656,False,-0.199,5881.4,4.44,15.03,0.7859249,4.725535132932402,0.98286796,Kepler,5879.215509737172
87006,87006,87006,2076468326572194816,False,-0.073,5734.3,3.532,12.61,0.90123177,2.0597538187310924,0.92506427,Kepler,5533.1866939776655
87007,87007,87007,2076469288644835584,False,0.069,5894.8,4.098,11.47,0.8540268,3.5198479686081576,0.97554445,Kepler,5670.840533116583
87008,87008,87008,2076470869192870016,False,0.088,5233.9,4.42,20.01,0.9922581,4.676109905886754,1.0483953,Kepler,5284.072387174741
87009,87009,87009,2076471144070843776,False,0.287,5712.0,4.242,20.35,0.8713932,4.299544433573425,0.932431,Kepler,5619.540400670955
87010,87010,87010,2076472140503337984,False,0.173,5394.2,4.464,9.68,0.9560251,5.179985127260288,0.99872386,Kepler,5380.615526313923
87011,87011,87011,2076472346661564928,False,-0.378,5150.1,4.422,24.36,1.0309772,5.469356434157053,1.100914,Kepler,5184.784480738022
87012,87012,87012,2076472862057558912,False,0.155,5698.3,4.161,22.76,0.88014126,4.003849355274969,1.055639,Kepler,5593.987660623028
87013,87013,87013,2076473377453728896,False,-0.119,5517.6,3.719,25.41,1.0312347,3.0267286566002163,1.0511274,Kepler,5184.137662951329
87014,87014,87014,2076473995929087232,False,-0.038,6405.3,4.212,2.01,0.6127939,3.3704113544029326,0.7479999,Kepler,6456.944271998806
87015,87015,87015,2076475439038136704,False,0.152,6041.4,4.208,8.22,0.8470259,3.811935359443096,1.3487607,Kepler,5691.735308591262
87016,87016,87016,2076475542117366656,False,-0.089,4785.7,4.587,31.08,1.278225,6.5269218124793404,1.0815119,Kepler,4645.6117532419175
87017,87017,87017,2076475915773292544,False,0.136,5667.7,4.393,22.91,0.87805843,4.723521752116033,0.97755516,Kepler,5600.053879528281
87018,87018,87018,2076476504190361472,False,0.068,6119.8,3.913,12.353,0.8227892,2.4106803114291058,1.0162145,Kepler,5765.011805234531
87019,87019,87019,2076477294464323968,False,-0.315,5895.6,3.778,17.53,0.80687714,2.5842343600296047,1.3934062,Kepler,5813.9038884561105
87020,87020,87020,2076477431903312128,False,-0.236,6609.0,3.819,30.17,0.46835327,2.5506498494568035,0.9048215,Kepler,6985.009815075209
87021,87021,87021,2076477461956133120,False,-0.028,6188.3,4.139,6.27,0.7224941,3.215515144468899,1.0193293,Kepler,6083.219751737284
87022,87022,87022,2076477706781771904,False,0.099,4718.2,4.573,21.476,1.3331032,6.5686267774736145,1.0745648,Kepler,4547.519837484789
87023,87023,87023,2076478565774781696,False,-0.008,6353.2,4.32,3.91,0.65656185,3.644778297267333,0.9728248,Kepler,6304.80338518871
87024,87024,87024,2076480146322848640,True,-0.157,4423.2,4.607,12.75,1.5070076,7.256011675837158,0.9960105,Kepler,4283.106380462761
87025,87025,87025,2076481413327872768,False,0.256,5708.6,4.173,49.184,0.875515,4.034809916101532,0.9620454,Kepler,5607.476559575889
87026,87026,87026,2076481486352516864,False,0.147,4733.6,4.497,39.253,1.3272038,5.652891155026019,1.0069987,Kepler,4557.708262297763
87027,87027,87027,2076481864309502976,False,0.045,6040.5,4.143,9.05,0.81789494,3.398260859067907,0.9557,Kepler,5779.9844309687305
87028,87028,87028,2076482036108258816,False,-0.234,5382.6,4.538,15.94,0.9653282,5.502522133522326,0.8836905,Kepler,5355.494458534569
87029,87029,87029,2076482379705723008,False,-0.48,5016.8,4.581,26.805,1.0951366,6.29910565445325,1.0285316,Kepler,5029.15573019413
87030,87030,87030,2076482757662848512,False,-0.28,6029.6,4.014,5.34,0.7870207,3.457755672672409,0.9769402,Kepler,5875.773697846127
87031,87031,87031,2076483273059016064,False,-0.076,5437.0,4.497,26.0,0.9326525,5.1811222781398545,0.89521515,Kepler,5444.735956640519
87032,87032,87032,2076483754095384832,False,0.216,5894.7,4.324,17.21,0.85788155,4.381498116921554,0.99130934,Kepler,5659.388092269306
87033,87033,87033,2076484269491379584,False,0.037,5862.9,4.409,6.7,0.81376934,4.640549281190944,0.9426589,Kepler,5792.650968793855
87034,87034,87034,2076484853607014016,False,0.068,5027.3,4.511,36.678,1.1485119,5.7741126433350125,0.95881045,Kepler,4908.151777718533
87035,87035,87035,2076484991045995904,False,0.141,5010.9,4.55,11.29,1.1472006,5.956436299177714,1.0098633,Kepler,4911.032757939098
87036,87036,87036,2076485334643428480,False,-0.553,5404.8,3.309,18.83,0.9603338,2.0373095496112086,1.1117991,Kepler,5368.952295374707
87037,87037,87037,2076485609521390336,False,0.3,5903.4,4.134,11.77,0.8926449,3.498491462067548,0.9598117,Kepler,5557.803762427107
87038,87038,87038,2076486567287143168,False,-0.01,6210.2,4.281,3.91,0.7192888,3.844860032321424,0.97677696,Kepler,6093.772381447547
87039,87039,87039,2076487430587543424,False,-0.169,6221.2,3.964,5.54,0.7007313,2.627443018752736,0.9730298,Kepler,6155.31634982381
87040,87040,87040,2076487568026524800,False,-0.1,6224.4,4.219,6.04,0.68866634,3.52103565840412,1.0091314,Kepler,6195.733663900704
87041,87041,87041,2076487671105791872,False,0.036,5792.8,3.706,6.27,0.88332653,2.3572810742814667,0.98012495,Kepler,5584.731978316289
87042,87042,87042,2076487945983698432,False,0.126,6137.5,3.838,4.81,0.7199955,2.1488598964463197,0.84291905,Kepler,6091.443780206974
87043,87043,87043,2076488289581010816,False,-0.229,6291.1,4.138,4.97,0.66006756,3.3601931496397324,1.0556021,Kepler,6292.787404663983
87044,87044,87044,2076488289581014400,False,-0.203,5984.4,3.745,5.87,0.860775,2.4603269467779096,0.94281304,Kepler,5650.816187446029
87045,87045,87045,2076488427020146176,False,-0.08,6307.7,4.258,1.43,0.64323044,3.603626754319798,1.0201714,Kepler,6350.730513231406
87046,87046,87046,2076488633178431232,False,0.197,5915.1,3.964,8.08,0.8998623,2.798370931160349,1.0247225,Kepler,5537.1000069771535
87047,87047,87047,2076488667538158208,False,-0.136,4916.7,3.131,136.26,1.2326069,2.276782125587202,0.9588334,Kepler,4732.93486078645
87048,87048,87048,2076488873696743936,False,0.146,4118.2,4.59,27.54,1.8224115,7.689011474160885,0.9416714,Kepler,3944.507766222745
87049,87049,87049,2076488873696744064,False,-0.121,4146.9,4.63,13.746,1.7702818,7.860946124019193,0.97266376,Kepler,3991.0965542597305
87050,87050,87050,2076488942416130688,False,-0.17,6067.4,3.858,5.6,0.8578758,2.495549143353667,1.0317206,Kepler,5659.405147713579
87051,87051,87051,2076489560891184640,False,0.236,6157.6,3.733,2.2,0.7972784,2.0082121920651907,1.2695937,Kepler,5843.6940561793635
87052,87052,87052,2076491107079532416,False,0.158,5877.7,4.207,16.52,0.8419905,4.01124959801678,0.90257716,Kepler,5706.839479511957
87053,87053,87053,2076492344030217472,False,-0.307,6051.0,3.284,3.23,0.8030243,1.6458328479501103,0.92820656,Kepler,5825.834691770336
87054,87054,87054,2076493203023661056,False,0.065,4883.8,4.547,32.018,1.1976013,6.111182499875465,0.9698523,Kepler,4803.600811392958
87055,87055,87055,2076493340462641408,False,0.14,4885.3,4.551,32.83,1.2172251,6.139333623275753,0.99414563,Kepler,4763.59098310648
87056,87056,87056,2076493993297175424,False,0.155,5679.9,4.411,17.0,0.9300575,4.798242612915617,0.95679736,Kepler,5451.943572759874
87057,87057,87057,2076494302534869248,False,0.007,5466.0,4.489,24.02,0.942296,5.179353933828798,0.9530325,Kepler,5418.105806543745
87058,87058,87058,2076496226680696704,False,0.013,6210.4,4.062,4.43,0.6986475,2.9356708236762774,0.94282347,Kepler,6162.27438504643
87059,87059,87059,2076496291095009920,False,0.095,4668.4,4.572,38.24,1.3678179,5.896830285828782,1.040028,Kepler,4489.263665003808
87060,87060,87060,2076497704149168512,False,-0.24,6252.8,4.115,12.44,0.7419872,3.476207183669068,0.96042985,Kepler,6019.5416354558165
87061,87061,87061,2076498288264477952,False,-0.19,5999.1,4.208,12.68,0.78729534,3.670561801207864,1.0293983,Kepler,5874.911525246671
87062,87062,87062,2076498494422920320,False,-0.586,5535.2,4.48,37.22,0.8898897,5.156040499063456,0.9396049,Kepler,5565.742586101607
87063,87063,87063,2076498734941136640,False,0.176,5694.3,4.398,19.25,0.8758812,4.710707540113283,0.987309,Kepler,5606.406837598683
87064,87064,87064,2076499009819052032,False,0.071,5275.8,4.515,11.94,1.0459795,5.5961811984014584,0.93285894,Kepler,5147.3982158911185
87065,87065,87065,2076499422135875072,False,-0.091,6354.7,4.233,1.42,0.695446,3.5184322137401853,0.99364614,Kepler,6172.983007865891
87066,87066,87066,2076499933226846848,False,0.128,5582.6,4.418,50.72,0.9048586,4.853552648920758,1.0511283,Kepler,5522.846260308702
87067,87067,87067,2076500487287899008,False,-0.225,4851.5,4.593,35.085,1.2310238,6.5250915383676755,0.9850067,Kepler,4736.061547421884
87068,87068,87068,2076501449360524288,False,0.078,6236.7,4.257,3.75,0.7519951,3.580511783711982,1.0136322,Kepler,5987.1846980354385
87069,87069,87069,2076501896037529344,False,0.147,5172.7,4.541,8.15,1.1051416,5.738223350405939,1.1024773,Kepler,5005.889321792514
87070,87070,87070,2076502102195679360,False,0.08,5543.0,4.14,5.57,0.9619551,3.815630056690608,1.0420767,Kepler,5364.57631847263
87071,87071,87071,2076502170915152640,False,-0.001,5897.9,4.384,9.29,0.8001394,4.520816883752758,0.9983866,Kepler,5834.791589142713
87072,87072,87072,2076502514512577024,False,-0.336,6439.2,3.841,0.74,0.6562805,2.616696081301445,1.056495,Kepler,6305.768837114503
87073,87073,87073,2076504576096959360,False,0.113,5879.0,4.246,20.53,0.82605076,4.028204896506924,0.9896207,Kepler,5755.066536756947
87074,87074,87074,2076505916126807040,False,0.229,5952.5,4.247,6.21,0.83573246,4.113497759962598,1.011117,Kepler,5725.69885192541
87075,87075,87075,2076506122285205632,False,-0.108,6273.3,4.221,3.69,0.66797256,3.5920338779825354,0.94863147,Kepler,6265.78720997848
87076,87076,87076,2076506976973208960,False,0.207,5786.8,4.105,28.14,0.90223217,3.6074107667662023,0.9384841,Kepler,5530.331069079592
87077,87077,87077,2076507221796715520,False,-0.054,6018.6,4.296,8.09,0.85449505,4.199830310225,1.0383582,Kepler,5669.4473764948925
87078,87078,87078,2076507943351322624,False,-0.167,5559.6,4.497,24.52,0.9100132,5.0851397986059155,0.98040336,Kepler,5508.208497628895
87079,87079,87079,2076510589051366528,False,-0.142,6128.6,3.739,3.59,0.67388725,2.1408219675425357,1.1206461,Kepler,6245.671323907134
87080,87080,87080,2076512341398315264,False,-0.05,5205.1,4.53,12.79,1.055543,5.737524995062284,0.9641839,Kepler,5123.882635038192
87081,87081,87081,2076512341398319104,False,-0.314,6241.7,3.98,2.19,0.64550304,2.9663140417101435,0.951472,Kepler,6342.875376899086
87082,87082,87082,2076512856794357632,False,0.098,6035.3,4.333,8.66,0.77049255,4.257895898024513,1.0511936,Kepler,5927.989024509567
87083,87083,87083,2076512959873590912,False,-0.115,4994.8,4.529,29.78,1.1011591,5.312602465371949,1.1111001,Kepler,5015.118160269252
87084,87084,87084,2076513440909940352,False,-0.059,5389.8,4.51,28.91,0.9573679,5.297197266731862,0.94330686,Kepler,5376.97542967718
87085,87085,87085,2076514299903431296,False,-0.249,5766.2,4.4,20.65,0.8294983,4.63127336342005,1.0962334,Kepler,5744.582572055905
87086,87086,87086,2076514712220464512,False,-0.248,5971.5,4.245,17.13,0.8780985,3.975613859659024,1.0305238,Kepler,5599.937071920542
87087,87087,87087,2076514952738446336,False,0.104,5480.4,4.321,42.12,0.96678734,4.354567075188621,1.1213782,Kepler,5351.575164617667
87088,87088,87088,2076515777372106752,False,-0.037,5310.0,4.507,10.32,0.99842834,5.487470132303196,0.95848876,Kepler,5267.9805291223765
87089,87089,87089,2076516017890266752,False,0.197,5812.5,4.108,24.94,0.8861542,3.7493035954685503,1.0207882,Kepler,5576.53710042542
87090,87090,87090,2076516292768208000,True,-0.011,4960.6,4.553,23.414,1.1422062,5.308335970193353,1.0309081,Kepler,4922.047879838892
87091,87091,87091,2076516395847440384,False,-0.043,4945.2,3.191,82.53,1.2204046,2.3308666561406977,1.0355953,Kepler,4757.2035814644105
87092,87092,87092,2076516430207174784,False,-0.114,4973.2,4.18,1.35,0.97266006,4.061428430961039,1.0205364,Kepler,5335.858022164655
87093,87093,87093,2076516533286381824,False,0.008,6351.3,4.247,1.25,0.674448,3.610877295928738,1.1342858,Kepler,6243.768062112187
87094,87094,87094,2076516979962955264,False,-0.122,4866.5,4.564,32.122,1.168994,6.233318148285164,0.9465418,Kepler,4863.748854427282
87095,87095,87095,2076517598438422400,False,-0.568,5774.8,4.177,7.04,0.8190422,4.240513638652695,0.98831,Kepler,5776.469455078553
87096,87096,87096,2076517907675942016,False,0.024,6294.1,4.164,4.31,0.73969746,3.207579777087185,0.9750313,Kepler,6026.976898324934
87097,87097,87097,2076518796726778880,False,-0.109,6281.0,4.284,1.26,0.62825394,3.6743517677218662,0.89582825,Kepler,6402.760050182549
87098,87098,87098,2076519625663081984,False,-0.024,5652.7,4.459,17.69,0.8552389,4.884102484925366,1.0221467,Kepler,5667.235373382278
87099,87099,87099,2076519866181240960,False,-0.069,5773.8,3.865,27.83,0.9808769,3.273169093827958,0.9698073,Kepler,5314.021264951451
87100,87100,87100,2076520106699241984,False,-0.479,5623.3,3.439,4.55,0.9707556,2.19229237515372,0.9848458,Kepler,5340.944884038887
87101,87101,87101,2076520239835791872,False,0.262,5825.0,4.049,12.09,0.8723154,3.064926862213877,1.0054295,Kepler,5616.837528059996
87102,87102,87102,2076520519016108544,False,0.247,5640.0,4.122,25.75,0.8965826,4.007239535830152,0.93772703,Kepler,5546.491512761669
87103,87103,87103,2076523886270786560,False,0.004,5152.9,4.534,7.14,1.049262,5.656319286226715,1.024129,Kepler,5139.299079165032
87104,87104,87104,2076524367307171840,False,0.103,6293.3,4.151,5.03,0.7596674,3.1197764322163977,0.9622026,Kepler,5962.535262034959
87105,87105,87105,2076524436026652800,False,0.185,5440.2,4.452,34.69,0.9992199,5.05260223852158,0.9323817,Kepler,5265.923532824203
87106,87106,87106,2076524710904427520,False,0.06,5999.1,4.31,8.85,0.7520695,4.235088953425111,1.0551144,Kepler,5986.945014033983
87107,87107,87107,2076524813983611264,False,-0.022,4240.0,4.597,49.396,1.6812305,7.416665448984968,0.99602926,Kepler,4078.073508796366
87108,87108,87108,2076527425318789248,False,-0.396,6048.6,3.716,1.044,0.7815418,2.5902363776443966,1.331056,Kepler,5893.010954735268
87109,87109,87109,2076527803280932864,False,0.121,5980.8,4.235,18.14,0.76558304,3.71713142406011,1.0251818,Kepler,5943.622832916112
87110,87110,87110,2076528318677056000,False,0.037,5595.6,4.445,20.49,0.93704224,4.902786248151495,1.2814146,Kepler,5432.5836029785705
87111,87111,87111,2076528937152047232,False,-0.147,6192.0,4.209,7.13,0.73195267,3.7300631364993713,0.8910016,Kepler,6052.214174832778
87112,87112,87112,2076529070288552576,False,0.005,6302.0,4.27,2.42,0.6459284,3.5642831651803313,0.9284847,Kepler,6341.406320339764
87113,87113,87113,2076529074591016704,False,-0.07,4990.4,4.571,9.041,1.1543245,6.145924967566341,1.0408927,Kepler,4895.436714552299
87114,87114,87114,2076529761785807104,False,-0.157,5958.0,4.319,7.29,0.75143623,4.349195960084142,0.9701984,Kepler,5988.9855385339615
87115,87115,87115,2076529933584525184,False,-0.165,5426.3,4.509,25.22,0.9275255,5.31711382396978,1.1234583,Kepler,5458.993183545923
87116,87116,87116,2076530723858790784,False,-0.013,6151.7,4.248,4.22,0.7258253,3.71116873834322,0.99845177,Kepler,6072.276999345751
87117,87117,87117,2076530891354681472,False,-0.168,5960.0,4.247,17.6,0.7589474,4.161025684474094,0.8453968,Kepler,5964.8426715337755
87118,87118,87118,2076531754650736896,False,0.099,4886.7,3.396,0.57,1.206728,3.146843611264302,0.8887822,Kepler,4784.867004812647
87119,87119,87119,2076532132607863040,False,0.021,5739.7,4.071,15.09,0.8932295,3.4612926081702025,0.9904324,Kepler,5556.1218023568
87120,87120,87120,2076532957241583744,False,0.273,4842.4,4.548,35.803,1.2289095,6.1617438957890975,0.9692055,Kepler,4740.247538001227
87121,87121,87121,2076533266479082752,False,0.155,6118.8,4.098,13.61,0.7579794,3.0463598087491945,0.8288688,Kepler,5967.946750400002
87122,87122,87122,2076533541356987904,False,0.038,6125.0,4.226,7.23,0.71849823,3.629662203747733,0.9771883,Kepler,6096.37865769369
87123,87123,87123,2076533953673904768,False,-0.012,5697.6,4.289,25.22,0.85620403,4.239704475481981,1.0329112,Kepler,5664.367413148804
87124,87124,87124,2076534881386819968,False,-0.082,6143.9,4.001,3.43,0.71870136,2.901879121009708,1.0224617,Kepler,6095.708864911641
87125,87125,87125,2076537252208879104,False,0.132,5879.0,4.223,18.67,0.80049133,4.068657755632085,0.94253314,Kepler,5833.697860792925
87126,87126,87126,2076537252208880000,False,-0.088,5557.6,4.347,35.17,0.9358063,4.527120256841945,1.1145661,Kepler,5436.00001307056
87127,87127,87127,2076537320928354048,False,-0.018,6193.2,4.213,5.06,0.72755337,3.7085873759973857,0.95937586,Kepler,6066.610226400189
87128,87128,87128,2076538179921868672,False,0.053,5831.6,4.399,7.59,0.84723663,4.6606383797095425,0.94158846,Kepler,5691.104580240906
87129,87129,87129,2076538244338688384,False,-0.176,5808.0,4.432,15.22,0.80343723,4.695274182910017,0.885037,Kepler,5824.554287522082
87130,87130,87130,2076539863549099648,False,-0.273,6037.2,3.742,5.3,0.82530785,2.7195309747077356,0.9520653,Kepler,5757.329550103654
87131,87131,87131,2076540000988071424,False,0.075,6155.4,3.833,3.16,0.80859375,2.4567541095901735,1.0300328,Kepler,5808.599746504637
87132,87132,87132,2076541100499697280,False,0.151,5822.1,3.947,15.43,0.83006954,3.050991093386207,0.9586358,Kepler,5742.848255960747
87133,87133,87133,2076543883638576640,False,0.198,5611.7,4.423,18.86,0.9068985,4.9271957561625435,1.0657103,Kepler,5517.045241512815
87134,87134,87134,2076545292387833728,False,-0.216,5176.2,3.68,25.24,1.108511,3.3564609089026707,1.0175186,Kepler,4998.114676670728
87135,87135,87135,2076545459883741952,False,0.317,5709.0,4.072,27.02,0.8566246,3.746724344675368,0.94297427,Kepler,5663.118387157281
87136,87136,87136,2076545842143590016,False,0.276,5060.9,3.586,77.54,1.1325245,3.244307589040231,1.0016826,Kepler,4943.591516387833
87137,87137,87137,2076546563698345600,False,-0.009,5306.0,4.532,10.32,0.992198,5.521548582129121,0.9650906,Kepler,5284.2296276120305
87138,87138,87138,2076547457051658240,False,0.243,5704.8,4.353,18.53,0.8633528,4.519956995458147,0.87913936,Kepler,5643.19714948207
87139,87139,87139,2076547594490524288,False,0.018,5531.5,4.135,19.46,0.94276714,3.8096788373657553,1.2616132,Kepler,5416.811028889029
87140,87140,87140,2076548139939775232,False,0.064,6022.0,4.261,17.21,0.7681484,3.710266136382818,1.0618317,Kepler,5935.44668515315
87141,87141,87141,2076550789946368256,False,-0.185,5876.8,4.378,13.84,0.8114548,4.485488831247956,1.0114422,Kepler,5799.775274331627
87142,87142,87142,2076553573085142272,False,0.147,5677.6,4.204,35.69,0.9000988,4.05760047196685,0.99937165,Kepler,5536.423853862472
87143,87143,87143,2076553607444888448,False,0.07,5820.7,4.218,21.43,0.8329067,3.941882205444415,1.0239758,Kepler,5734.246397967404
87144,87144,87144,2076553813603349504,False,-0.199,6326.4,3.841,2.57,0.73896503,2.469987671972147,0.999887,Kepler,6029.357772785746
87145,87145,87145,2076553916678305536,False,0.02,6320.6,4.093,19.66,0.76868343,3.2595221478022083,1.1235226,Kepler,5933.743411646297
87146,87146,87146,2076555497230588800,False,0.05,6185.2,4.228,5.5,0.692503,3.442178506849478,0.9381776,Kepler,6182.846656329955
87148,87148,87148,2076555840827992064,False,-0.109,5939.2,4.392,13.98,0.7806721,4.554263938027484,0.9604506,Kepler,5895.753677424245
87149,87149,87149,2076556046986450816,False,0.034,5450.7,3.88,0.997,1.002182,3.277264387979237,1.1491182,Kepler,5258.240932049228
87150,87150,87150,2076557387016234240,False,-0.116,5987.8,4.144,3.48,0.76995087,3.582208299079392,0.97360677,Kepler,5929.711177545301
87151,87151,87151,2076557490095478272,True,0.338,5081.2,4.477,30.21,1.0786715,5.533844156965445,1.2259707,Kepler,5068.03359456024
87152,87152,87152,2076557593174702592,False,0.103,4576.0,4.596,24.003,1.4609604,6.875974892106399,1.0043536,Kepler,4346.68218321011
87153,87153,87153,2076557696253933696,False,0.064,5055.0,4.552,13.584,1.1341295,5.936287207855166,1.0182441,Kepler,4940.002670662458
87154,87154,87154,2076558413503013888,False,0.342,5608.8,4.108,24.52,0.98319817,4.069965578609615,1.027549,Kepler,5307.884930271407
87155,87155,87155,2076559276801939584,False,0.009,6018.8,3.819,17.54,0.8561897,2.386300444164102,1.1265659,Kepler,5664.409978788584
87156,87156,87156,2076561991222309760,False,-0.22,5002.6,4.525,23.87,1.109025,5.41682408905805,1.1063277,Kepler,4996.93135195268
87157,87157,87157,2076562128660146304,False,0.047,5778.2,4.439,14.0,0.8919716,4.791896560740513,0.9854886,Kepler,5559.74200916241
87158,87158,87158,2076562742830222208,False,0.185,5772.0,4.366,19.49,0.8904972,4.419040873696197,0.94470245,Kepler,5563.990465058039
87159,87159,87159,2076562850214725888,False,0.127,5807.1,4.207,18.63,0.8497009,3.872706261962424,0.95059925,Kepler,5683.7370866253605
87160,87160,87160,2076562918934206208,False,-0.006,6129.8,4.315,1.74,0.68378353,3.88701532201927,1.027602,Kepler,6212.180566018769
87161,87161,87161,2076563812288449408,False,0.151,4665.1,4.584,32.403,1.3646088,5.756808426322639,1.0897249,Kepler,4494.528646097246
87162,87162,87162,2076564774359793536,False,-0.257,5217.2,4.555,17.02,1.0344839,5.84628351058681,0.9975626,Kepler,5175.991306371904
87163,87163,87163,2076564911798728448,False,0.128,5604.6,4.424,25.0,0.8962326,4.825023203868328,0.9312349,Kepler,5547.495381435321
87164,87164,87164,2076565560327117696,False,0.138,5785.5,4.38,3.47,0.828784,4.537982710551512,0.8874982,Kepler,5746.7523565483
87165,87165,87165,2076565598993456000,False,-0.058,6116.3,4.052,13.0,0.7102165,3.1577700863384823,0.90396386,Kepler,6123.764612242936
87166,87166,87166,2076566354907790976,False,-0.244,6248.3,3.811,1.5,0.7096119,2.431439651702794,0.97945297,Kepler,6125.76985166079
87167,87167,87167,2076566732864931712,False,-0.058,6211.1,4.175,3.72,0.7804985,3.3767771545840475,1.0608735,Kepler,5896.301364019046
87168,87168,87168,2076567381393247616,False,0.002,5842.4,4.415,6.1,0.8044958,4.631322771471623,0.83952624,Kepler,5821.273776031298
87169,87169,87169,2076568038535247360,False,-0.022,6259.5,4.235,1.98,0.72281075,3.6920112966443934,1.0247852,Kepler,6082.178509604386
