 source_id mh_xgboost BP-G Prot
20582 2130165382089859200 -0.028 0.542776 20.281
20583 2130167168796553472 0.277 0.450899 30.507
20584 2130167271875768832 -0.689 0.450459 1.602
20585 2130168302667727104 -0.076 0.629086 17.976
20586 2130168783704047616 -0.044 0.349669 22.076
20587 2130169505258566784 -0.158 0.400543 7.968
20588 2130169951935193728 -0.112 0.556314 14.889
20589 2130171291965002752 0.029 0.592503 16.298
20590 2130172460196045952 0.129 0.461858 31.172
20591 2130172769433696512 0.029 0.873345 31.405
20592 2130172975592104704 0.252 0.585982 16.751
20593 2130174796658322176 -0.204 0.968341 10.32
20594 2130175724371242880 -0.053 0.692532 37.817
20595 2130176995681643392 -0.099 0.642005 10.516
20596 2130178129553008256 0.056 0.41904 10.92
20597 2130178816747791616 -0.028 0.341464 14.764
20598 2130178851107537664 0.081 0.599588 26.021
20599 2130179778820474752 -0.043 0.338806 12.69
20600 2130182596318960640 -0.085 0.342959 11.605
20601 2130184142507225600 -0.139 0.435408 23.79
20602 2130184726622925184 -0.011 0.390618 16.634
20603 2130185619975835136 -0.253 0.674058 19.22
20604 2130186616408220544 -0.192 0.43967 25.166
20605 2130186650767962752 -0.146 1.044795 1.698
20606 2130188128236771968 0.044 0.71144 12.855
20607 2130188471834143872 0.01 0.692582 31.47
20608 2130188952870488704 0.139 0.451022 18.033
20609 2130190464699178496 0.138 0.440333 22.542
20610 2130190980095249408 -0.315 0.570971 12.229
20611 2130192457564012160 -0.214 1.068092 38.561
20612 2130195343782051200 -0.057 1.015116 29.901
20613 2130195648719358976 0.372 0.354014 17.742
20614 2130196237135270272 -0.128 0.341445 19.79
20615 2130196477653439488 -0.088 0.65019 35.813
20616 2130196615092397696 -0.054 0.257764 3.157
20617 2130196718171613312 -0.022 0.651242 20.848
20618 2130197130488458880 -0.268 0.503517 34.794
20619 2130197474085840256 0.298 0.551444 29.974
20620 2130197474085840512 -0.004 0.481951 20.081
20621 2130197955122189056 -0.145 0.339602 16.079
20622 2130198191341482496 -0.152 0.330712 17.575
20623 2130198436158501632 -0.146 1.260327 43.289
20624 2130199810548029824 -0.388 0.604867 26.309
20625 2130201494175274112 0.065 0.298135 3.947
20626 2130201769053138432 0.257 0.490893 36.022
20627 2130206815636283008 0.004 0.275685 9.363
20628 2130209976732212096 -0.189 0.412189 27.698
20629 2130211011822350080 0.426 0.508976 29.751
20630 2130211080541826560 0.055 0.759565 13.27
20631 2130212592370154752 -0.023 0.264523 7.403
20632 2130213107766242816 -0.263 0.572372 27.335
20633 2130213554443027584 0.146 0.737301 24.878
20634 2130213588803301120 0.217 0.420336 27.422
20635 2130214757033693440 0.004 0.852987 31.388
20636 2130215031911794688 -0.627 0.341188 8.274
20637 2130216131423382528 0.074 0.587024 12.238
20638 2130216921697359104 0.024 0.390726 14.188
20639 2130219155080200448 -0.009 0.351149 7.58
20640 2130232486658872448 0.051 0.534615 8.105
20641 2130236506748259200 0.091 0.515244 17.081
20642 2130236609828089600 -0.084 0.606151 25.647
20643 2130237056504630272 -0.074 0.443799 29.641
20644 2130237193943584384 0.012 0.370111 13.217
20645 2130237262663056512 -0.416 0.269456 22.921
20646 2130237537541027584 -0.007 0.379162 16.074
20647 2130237571900767488 0.094 0.360079 19.483
20648 2130238052936552192 -0.073 0.614098 16.783
20649 2130238533973371392 0.231 0.581208 27.935
20650 2130239667844032128 0.053 0.547366 30.264
20651 2130241110953047680 0.163 0.476568 30.526
20652 2130241317111478912 -0.037 0.496962 25.176
20653 2130242485342567552 0.026 0.486427 23.443
20654 2130244168969975040 -0.216 0.716034 21.204
20655 2130245234121896448 -0.317 0.764571 18.421
20656 2130245302841372544 -0.133 0.496759 30.832
20657 2130245852597162240 -0.28 0.271778 2.867
20658 2130248979333153024 -0.349 0.414889 24.735
20659 2130254236373410816 -0.108 1.051904 28.901
20660 2130254305092868736 -0.067 0.522165 23.921
20661 2130255537745279488 0.108 0.399753 21.451
20662 2130256328017314560 0.021 0.507306 23.418
20663 2130256882073137792 -0.302 0.441593 20.805
20664 2130256985152361472 -0.184 0.828644 17.91
20665 2130257466188717824 0.166 0.39992 33.251
20666 2130257603627685504 -0.139 0.407283 21.5
20667 2130257809786123392 0.073 0.543309 24.557
20668 2130258153383514624 0.195 0.55379 19.397
20669 2130258978017777152 0.147 0.268393 5.963
20670 2130260352406729216 -0.199 0.41122 17.314
20671 2130260352407306240 0.178 0.506074 32.401
20672 2130260421126789248 -0.292 0.424042 9.687
20673 2130261417558606848 -0.115 0.461263 8.93
20674 2130261864235219968 -0.222 0.369249 23.051
20675 2130262551430538240 -0.184 1.324037 36.729
20676 2130263582222149888 -0.176 0.482688 18.51
20677 2130264922252013696 0.182 0.384215 15.652
20678 2130265231490120832 -0.306 0.633882 20.778
20679 2130265781245944576 -0.088 0.401981 17.143
20680 2130266429782994304 0.057 0.697227 34.136
20681 2130266502800435712 -0.072 0.369476 21.013
20682 2130270866483112448 0.031 0.330588 7.483
20683 2130271038285449728 -0.071 0.513941 14.257
20684 2130272034718195456 -0.233 0.488115 22.481
20685 2130272069077933696 -0.178 0.692994 24.413
20686 2130272958131367296 -0.164 0.400624 18.954
20687 2130284777881901440 -0.191 0.3802 7.94
20688 2130284850900138240 0.158 0.476399 22.396
20689 2130289283306676608 -0.069 0.321232 13.471
20690 2130289729983267840 0.109 0.350544 13.981
20691 2130290451537788160 0.113 0.395046 9.246
20692 2130290520257260800 -0.06 0.402638 19.603
20693 2130302438787148416 0.018 0.260257 1.717
20694 2130312304331472512 -0.196 0.555043 20.689
20695 2130314022318316928 0.058 0.595139 27.533
20696 2130315259268954368 0.073 0.570927 13.118
20697 2130315671586061696 -0.063 0.509414 27.105
20698 2130318042407842304 -0.298 0.477992 25.881
20699 2130318145487015808 -0.491 0.849468 23.727
20700 2130319829114268800 -0.433 0.80167 19.177
20701 2130320134051922560 -0.335 0.371773 14.304
20702 2130320340210564224 -0.14 0.533157 14.942
20703 2130320585028487936 0.064 0.333783 11.979
20704 2130321203503798272 -0.031 0.330553 4.242
20705 2130323986642586496 -0.044 0.403923 15.053
20706 2130324845636046720 0.174 0.41713 28.311
20707 2130324879995775360 0.223 0.461203 27.534
20708 2130324948715242368 0.222 0.523057 22.823
20709 2130326250086576512 0.153 0.883394 24.664
20710 2130326735421531136 -0.169 0.898412 25.306
20711 2130330308834300672 -0.035 0.378162 22.368
20712 2130334157125050624 -0.11 0.594298 24.35
20713 2130334432002953600 -0.083 0.505515 22.542
20714 2130335394075680896 0.054 0.470183 11.637
20715 2130339448524779520 -0.287 0.366947 2.317
20716 2130339482884525824 0.159 0.501339 18.817
20717 2130341029072881664 -0.196 0.432646 22.429
20718 2130342884498764160 -0.128 1.320252 0.684
20719 2130342953218244992 0.166 0.757643 31.009
20720 2130343640412087168 -0.172 0.820295 30.305
20721 2130344465045806336 -0.109 0.613708 13.833
20722 2130347729221728256 0.025 0.342934 23.232
20723 2130348519495716224 -0.082 0.371223 19.774
20724 2130348656934674816 -0.108 0.586193 29.066
20725 2130349996964462464 -0.265 0.364943 21.712
20726 2130350237482635136 0.062 0.376307 0.53
20727 2130350237482637056 0.149 0.415795 6.514
20728 2130354150194586112 -0.194 0.479782 18.272
20729 2130354772968084224 -0.213 0.443237 20.702
20730 2130354807327821056 0.138 0.292439 10.94
20731 2130355975558222976 0.146 0.525456 23.392
20732 2130361816713686144 -0.163 0.535822 27.833
20733 2130363465981139456 0.004 1.052828 17.931
20734 2130365458846068608 -0.17 0.759969 26.735
20735 2130365561925289216 -0.134 0.360071 17.95
20736 2130366111681125248 -0.113 0.629209 29.613
20737 2130366283479810560 0.106 0.507398 14.18
20738 2130366386559027584 0.08 0.692268 19.662
20739 2130369444575786752 0.013 0.423524 18.946
20740 2130369478935508480 -0.177 0.450933 11.701
20741 2130370234849806336 -0.274 0.449697 11.323
20742 2130371952836763520 -0.243 0.714972 14.016
20743 2130372846189976448 -0.562 0.346821 1.026
20744 2130374323658668544 0.047 0.609427 11.683
20745 2130374426737864192 -0.006 0.460044 29.712
20746 2130376007285852544 -0.023 0.391918 19.758
20747 2130376488322223616 0.067 0.486976 20.273
20748 2130376763200127360 -0.101 0.452811 22.791
20749 2130377897071495296 -0.357 0.183336 0.49
20750 2130378687345982464 0.195 0.827326 35.173
20751 2130380920728298624 0.046 0.536709 32.171
20752 2130382260758384640 -0.247 0.464696 25.379
20753 2130384013105018240 -0.097 0.595938 32.622
20754 2130384322342617984 -0.032 0.36076 8.783
20755 2130384425421838976 0.262 0.458793 13.744
20756 2130384803378986752 0.075 0.428449 9.827
20757 2130386280847755392 -0.076 0.352548 14.932
20758 2130387036762030848 0.047 0.625544 11.157
20759 2130387513500306560 0.044 0.378929 20.563
20760 2130387620877283840 0.272 0.394415 17.69
20761 2130389201425602688 0.085 0.474586 23.359
20762 2130392603039679744 -0.118 0.32088 13.129
20763 2130393599472094848 -0.381 0.317356 2.235
20764 2130393736911032960 -0.113 0.679978 40.971
20765 2130393839990269824 -0.414 0.708662 30.976
20766 2130394046148717568 0.023 0.517866 11.84
20767 2130394183588072704 0.044 0.380994 18.364
20768 2130394527185075200 -0.004 0.310281 9.759
20769 2130396520049739264 0.009 0.619723 23.984
20770 2130397791360068224 0.014 0.42129 18.166
20771 2130400540139113088 -0.041 0.432752 28.527
20772 2130402842241625984 -0.259 0.456795 15.993
20773 2130402876601374976 0.021 0.494158 17.508
20774 2130404972545462528 0.42 0.562571 36.595
20775 2130405002607128832 -0.028 0.332906 12.937
20776 2130411775773998336 0.096 0.588725 41.758
20777 2130412806565846656 -0.061 0.645872 10.76
20778 2130413047084006528 -0.192 0.520874 15.318
20779 2130414593271942400 0.056 0.504529 10.623
20780 2130415551044941440 -0.014 0.25046 1.9
20781 2130415830222529920 0.011 0.251281 4.908
20782 2130417479489993600 -0.028 0.511997 38.18
20783 2130418510282088448 0.16 0.326191 20.035
20784 2130418716440538240 -0.059 0.253487 0.532
20785 2130422942688435584 0.146 0.738402 45.885
20786 2130423011407912704 -0.231 0.377787 11.682
20787 2130423080127402880 -0.048 0.731019 32.724
20788 2130424729394868992 0.073 0.280657 6.332
20789 2130424935553312256 -0.275 0.390618 12.612
20790 2130428302807589632 -0.027 0.46904 15.883
20791 2130431257745505408 -0.064 0.574503 9.518
20792 2130431979299534336 -0.248 0.800703 12.563
20793 2130432219817697664 -0.022 0.461611 27.016
20794 2130432632134551936 0.026 0.28861 10.446
20795 2130437064541189120 0.04 0.801035 38.577
20796 2130438026613884288 -0.038 0.366179 12.195
20797 2130438301491787392 -0.041 0.417831 26.329
20798 2130439194844993024 0.173 0.461516 27.608
20799 2130440431795606144 -0.136 0.426164 28.714
20800 2130441462587761920 -0.007 0.622348 13.873
20801 2130442699538360064 0.024 0.331383 15.642
20802 2130443313713517440 -0.077 0.495383 7.648
20803 2130443386733153024 -0.109 0.29446 2.773
20804 2130443730330508928 -0.083 0.62897 24.203
20805 2130443799049986560 0.019 0.530997 28.315
20806 2130443902129204736 -0.12 0.282671 9.437
20807 2130446960145919872 -0.034 1.316085 49.917
20808 2130447028865391488 0.094 0.371966 23.836
20809 2130448781212370816 0.246 0.351044 2.564
20810 2130454106971565568 0.079 0.39428 19.356
20811 2130455584440322304 -0.261 0.753742 28.635
20812 2130456031116931840 0.126 0.475879 7.635
20813 2130456443433800960 0.024 0.440374 9.456
20814 2130457096268808704 -0.196 1.038546 17.953
20815 2130457749103574016 0.089 0.458544 28.075
20816 2130457920902268544 -0.087 0.587543 29.376
20817 2130458092700950272 -0.046 0.552766 14.387
20818 2130460051206089472 0.3 0.55549 32.136
20819 2130460154285615104 0.208 0.446373 25.867
20820 2130460394803780480 -0.124 0.351149 13.036
20821 2130460875840127104 -0.14 0.439943 11.612
20822 2130461253797240192 -0.288 0.337399 15.627
20823 2130464483612640768 0.04 0.36851 33.031
20824 2130464792850277888 -0.268 0.45869 16.746
20825 2130464861569768192 0.188 0.567866 35.957
20826 2130464925988986880 -0.12 0.318459 17.865
20827 2130465651843853696 -0.237 1.221222 2.08
20828 2130466064160713088 0.122 0.574963 36.65
20829 2130467850866882944 0.213 0.518572 41.245
20830 2130468675500887040 0.07 0.356791 10.946
20831 2130469156536976512 0.062 0.44383 19.165
20832 2130470530926717184 0.24 0.578478 36.902
20833 2130472661230253056 -0.024 0.629199 21.166
20834 2130473692022443264 0.018 0.43024 19.629
20835 2130473722083554816 -0.134 0.668837 19.567
20836 2130474035619821952 -0.285 0.8887 23.462
20837 2130474654095102848 -0.088 0.50176 21.583
20838 2130476956197792128 0.099 0.374766 5.39
20839 2130476990557531008 -0.165 0.365801 8.417
20840 2130478742904046976 -0.174 0.698618 20.473
20841 2130479945494851968 -0.295 1.023813 43.495
20842 2130480186013015552 0.007 1.077515 21.757
20843 2130483106590870912 -0.07 0.781914 23.431
20844 2130483209670086912 -0.141 0.985515 22.079
20845 2130483415828516864 -0.038 0.991729 28.08
20846 2130483896864855424 -0.275 0.460722 13.841
20847 2130521108460855040 -0.342 0.443039 23.227
20848 2130521177180328192 -0.151 0.325801 17.584
20849 2130522448490677248 0.257 0.423979 2.834
20850 2130522826447785984 -0.14 0.514283 24.655
20851 2130522929526986368 -0.11 0.746819 20.327
20852 2130523341843872128 -0.22 0.256789 2.861
20853 2130526017604437888 -0.026 0.316461 25.605
20854 2130528285347992064 0.03 0.480137 24.943
20855 2130529384859749504 -0.035 0.430299 18.566
20856 2130529595316264576 -0.075 0.401755 26.063
20857 2130531004065572352 0.068 0.425968 29.823
20858 2130531897418760448 0.138 0.739825 31.032
20859 2130533443607416320 0.249 0.550387 38.444
20860 2130533924643762176 -0.02 0.64016 31.465
20861 2130535539551456896 -0.06 0.469343 12.286
20862 2130535603970770688 0.033 0.262267 9.404
20863 2130535608270934912 -0.006 0.785599 21.045
20864 2130535741409724032 -0.252 0.321919 20.927
20865 2130536810861347200 0.089 0.570611 28.339
20866 2130541174548067968 0.028 0.464166 11.054
20867 2130544060766085120 0.06 0.573519 23.718
20868 2130546500307539072 -0.001 0.340683 8.679
20869 2130548183934733440 -0.021 0.411076 28.257
20870 2130548871129889408 -0.127 0.329378 9.477
20871 2130551551189398784 -0.035 0.278357 5.123
20872 2130552478902398336 -0.21 0.417349 17.964
20873 2130553097377695360 0.171 0.483001 23.279
20874 2130554437407497856 -0.061 0.362133 16.075
20875 2130573403982731136 -0.318 0.42826 52.128
20876 2130573816299596928 -0.581 1.197431 60.044
20877 2130576874316298496 -0.105 0.582896 25.24
20878 2130577286633165952 0.068 0.638672 28.851
20879 2130598830189386752 -0.131 0.732932 13.297
20880 2130601853846406912 0.094 0.374065 19.318
20881 2130603674912501888 -0.006 0.334813 17.706
20882 2130603846711212544 0.039 0.526449 12.205
20883 2130606251892908416 0.06 0.313274 5.165
20884 2130606453751290368 0.051 0.603152 17.914
20885 2130607042166904832 0.062 0.446572 23.403
20886 2130616731613080832 0.001 0.429485 7.885
20887 2130617109570206080 -0.165 0.665203 11.73
20888 2130624977949493248 -0.106 0.26327 5.292
20889 2130625630784529408 -0.1 0.306111 21.35
20890 2130627073893545600 -0.013 0.836538 13.69
20891 2130628448283858048 0.016 0.429402 25.988
20892 2130628791881241600 -0.168 1.127131 3.703
20893 2130629375996781312 -0.14 0.354782 25.914
20894 2130630097550509696 -0.032 0.443619 9.69
20895 2130630269349203712 -0.128 0.386568 12.554
20896 2130630578586841856 -0.04 0.664422 12.979
20897 2130630887824489344 0.223 0.414726 8.982
20898 2130630887824489600 0.015 0.515442 31.294
20899 2130631265781715584 0.074 0.394423 21.69
20900 2130631609379009408 -0.011 0.917837 24.239
20901 2130632708890634368 -0.04 0.640413 17.902
20902 2130633361725799680 0.283 0.421745 23.099
20903 2130633842762775040 0.106 0.367027 10.9
20904 2130635285871025152 0.159 0.719386 40.219
20905 2130635320230764672 0.026 0.408359 19.726
20906 2130635732547625984 0.039 0.312252 4.837
20907 2130637210016376576 -0.249 0.652162 17.475
20908 2130637725412697344 0.02 0.428215 19.431
20909 2130637858552680704 0.063 0.575453 21.755
20910 2130638412607371904 -0.041 0.429032 12.52
20911 2130640061874830592 -0.414 0.335239 5.382
20912 2130645353274499840 -0.137 0.724153 29.461
20913 2130645525073166336 -0.597 0.466743 2.501
20914 2130646830743152000 -0.066 1.088964 21.464
20915 2130647861535332224 -0.286 0.705026 31.746
20916 2130648445650864256 -0.052 0.902446 0.337
20917 2130649304644359552 -0.02 0.411888 18.423
20918 2130650232357293184 -0.406 0.526564 28.924
20919 2130650404156679040 0.234 0.298874 9.763
20920 2130650644674160512 -0.015 0.515838 11.126
20921 2130652328301390080 0.002 0.754072 38.291
20922 2130652667599403776 0.054 0.329805 21.62
20923 2130654767842876800 -0.045 0.637514 11.475
20924 2130657791499814272 -0.267 0.808621 29.913
20925 2130658169456947840 -0.265 0.680863 19.876
20926 2130658375615411200 0.069 0.360955 6.962
20927 2130658444334885888 0.171 0.262516 2.173
20928 2130659578206244608 -0.152 0.448557 24.104
20929 2130660883876398976 -0.086 0.435369 29.326
20930 2130660918236130304 -0.102 0.628705 35.396
20931 2130661536711402240 -0.001 0.330536 6.597
20932 2130662326985439104 -0.118 0.776554 26.892
20933 2130662842381533184 -0.146 0.274765 8.955
20934 2130664354210018688 -0.05 0.420948 7.458
20935 2130665075764464128 0.259 0.384778 28.859
20936 2130665625520250240 -0.264 0.593103 20.809
20937 2130666278355312896 0.068 0.502259 13.087
20938 2130666931190363648 0.042 0.401991 16.554
20939 2130668271220174336 -0.238 0.450045 18.63
20940 2130669198933156864 -0.044 0.779855 15.301
20941 2130670229725300992 -0.154 0.479445 23.692
20942 2130671397956454272 -0.084 0.420488 42.379
20943 2130672424448973184 0.293 0.34892 23.692
20944 2130672596248779904 -0.227 0.454509 22.893
20945 2130674009296549760 -0.134 0.550413 0.449
20946 2130676753777177088 0.029 0.590892 24.508
20947 2130679472494831232 0.024 0.773543 26.356
20948 2130679541214290816 0.312 0.319201 14.547
20949 2130681190481758976 0.021 0.938466 38.342
20950 2130681877676561536 -0.022 0.298669 18.032
20951 2130683492584522112 0.079 0.503002 27.739
20952 2130683561303666432 0.055 0.406281 46.405
20953 2130683939260788736 0.022 0.651208 22.527
20954 2130684111059502208 -0.608 0.413848 5.073
20955 2130686653680233472 -0.024 0.42215 27.003
20956 2130687306515263872 -0.101 0.654502 17.982
20957 2130687821911317376 -0.198 0.7228 28.678
20958 2130688096789250176 0.089 0.319822 14.018
20959 2130689368099624704 -0.392 0.472168 1.261
20960 2130689844838071168 -0.342 0.483993 8.659
20961 2130691223525415168 -0.14 0.646749 38.16
20962 2130691532763091584 0.134 0.465703 32.974
20963 2130696618004453120 -0.046 0.509251 32.102
20964 2130697373918308864 -0.014 0.337164 12.928
20965 2130700260136317696 -0.101 0.514303 26.601
20966 2130700672453183360 -0.155 1.005771 29.648
20967 2130702253001170688 0.006 0.390836 23.283
20968 2130702424799868672 -0.407 1.087871 45.098
20969 2130704417664739200 -0.001 0.417469 27.675
20970 2130706032572455168 -0.43 0.40952 6.076
20971 2130707406962019328 -0.202 0.849605 23.942
20972 2130761386111548416 0.063 0.510265 21.984
20973 2130761420471289728 -0.019 0.532662 34.411
20974 2130766024676019456 -0.016 0.334975 11.34
20975 2130766363976183168 0.146 0.463914 11.978
20976 2130766711870772736 -0.149 0.817672 34.916
20977 2130766952388933632 0.022 0.493747 23.507
20978 2130768739095401088 0.25 0.392715 9.007
20979 2130769495009630080 -0.431 0.436467 20.744
20980 2130770525801742080 -0.254 0.447481 27.729
20981 2130771556593873280 -0.055 0.491996 30.53
20982 2130775267445707776 0.136 0.382389 12.951
20983 2130775782841768192 -0.295 0.287494 12.159
20984 2130776092079426816 -0.333 0.456412 29.1
20985 2130776607475523456 0.156 0.464025 8.599
20986 2130776779274218240 -0.155 0.683634 1.373
20987 2130781933235226752 -0.119 0.43168 5.907
20988 2130785712806323328 -0.131 0.385422 8.623
20989 2130786468720562048 -0.054 0.513254 13.738
20990 2130786571799563136 -0.078 0.482739 27.525
20991 2130787568231943424 -0.151 0.496294 13.378
20992 2130787568232147328 -0.068 0.763057 32.153
20993 2130788083628020480 0.204 0.602033 45.598
20994 2130788221066980864 0.172 0.481262 19.724
20995 2130788736463046784 0.031 0.456261 23.2
20996 2130790694968398720 0.071 0.431995 32.882
20997 2130795535393915392 0.04 0.425511 16.7
20998 2130795745850007296 -0.103 0.308756 9.964
20999 2130796329965588480 0.023 0.367531 18.3
21000 2130798249810877952 0.315 0.449592 33.178
21001 2130798563348544512 0.05 0.724302 28.828
21002 2130798735147253504 -0.194 0.370742 6.546
21003 2130799422342028544 -0.095 0.856174 22.509
21004 2130800281335477376 -0.119 0.41284 17.743
21005 2130800762371616768 -0.33 0.436833 18.903
21006 2130800796731358208 0.041 0.677865 32.541
21007 2130802239840624896 -0.053 0.575791 33.711
21008 2130803786028914432 -0.108 0.265694 5.723
21009 2130804988619455232 -0.017 0.444566 21.83
21010 2130805057338934656 0.034 0.291998 10.768
21011 2130805740236211456 -0.039 0.39319 11.121
21012 2130806466088181760 0.116 0.535931 29.086
21013 2130810451817865600 -0.186 0.478856 24.627
21014 2130810726695766400 -0.304 0.537163 27.555
21015 2130811207732108288 0.226 0.410071 25.184
21016 2130811448250280448 -0.22 1.056816 26.853
21017 2130812616481393792 -0.135 0.368451 14.33
21018 2130814334468602496 0.074 0.442541 22.074
21019 2130815193462067968 0.168 0.363498 19.851
21020 2130816224254249088 0.155 0.390216 20.464
21021 2130816670930857088 0.011 0.39831 22.711
21022 2130817598643773824 -0.014 0.5079 27.593
21023 2130818045320403840 -0.328 0.391554 24.353
21024 2130820038185098368 0.131 0.82823 30.863
21025 2130821034617540096 0.137 0.467917 14.3
21026 2130822202848650368 0.175 0.379933 9.049
21027 2130822237208392832 0.002 1.320999 44.731
21028 2130822683885443328 -0.116 0.944198 30.625
21029 2130823371079707008 0.26 0.573538 33.622
21030 2130824573671137408 0.133 0.492947 31.285
21031 2130825810621640960 -0.371 0.385663 26.563
21032 2130827631687343104 0.074 0.478947 21.585
21033 2130830139948738816 0.115 0.464978 17.415
21034 2130831273820113792 -0.229 0.387998 12.472
21035 2130831376898870912 -0.103 0.454089 27.105
21036 2130832751288342144 -0.066 0.368426 22.855
21037 2130833949579023104 -0.058 0.256684 3.571
21038 2130834537994806784 0.129 0.659359 39.494
21039 2130836496499590528 -0.081 0.5685 33.365
21040 2130837080615126912 -0.254 0.268782 5.007
21041 2130837836529394048 -0.034 0.558771 30.086
21042 2130838420645636992 -0.062 0.419591 20.003
21043 2130841066345516800 -0.126 0.419697 13.181
21044 2130842337655092736 0.046 0.581324 37.949
21045 2130842539513635712 0.084 0.321063 15.875
21046 2130843437166761472 -0.213 0.383431 15.676
21047 2130843883843354240 0.217 0.384185 21.896
21048 2130844532378455168 -0.149 0.228917 0.637
21049 2130845258233578368 0.089 0.399745 15.508
21050 2130845326952430720 0.268 0.379898 15.634
21051 2130847285458144128 0.094 0.379843 14.865
21052 2130848144451612928 0.102 0.462392 7.677
21053 2130848552467840000 0.059 0.546109 33.264
21054 2130849209603514112 -0.094 0.666574 11.761
21055 2130849308382665472 0.004 0.559384 16.229
21056 2130852198900459904 -0.012 0.344599 23.095
21057 2130854432282996864 0.081 0.498619 29.887
21058 2130855325636553856 0.056 0.524774 23.492
21059 2130855841032290816 -0.041 0.292849 11.972
21060 2130859139567497472 0.357 0.555227 32.939
21061 2130859929841484928 -0.205 0.763132 34.177
21062 2130860342158365184 -0.012 0.241042 2.867
21063 2130861991425814016 -0.151 0.783312 35.121
21064 2130863675053021952 -0.148 0.675143 32.939
21065 2130863743772487808 -0.017 0.385829 21.432
21066 2130863743772488192 0.049 0.564797 24.545
21067 2130864705845529600 -0.267 0.439155 19.769
21068 2130867763861889664 -0.038 1.087079 20.123
21069 2130869206970910080 -0.152 0.549673 23.317
21070 2130869550568310272 0.079 0.394793 21.77
21071 2130869653647541248 -0.068 0.521864 8.953
21072 2130870581360456576 -0.057 0.409853 24.604
21073 2130870650079931648 0.171 0.423882 27.754
21074 2130871268555517184 -0.061 0.337284 4.859
21075 2130872299347101696 -0.068 0.574593 28.784
21076 2130872535565218048 -0.163 0.650161 8.544
21077 2130874738888904832 -0.064 0.536201 30.194
21078 2130874807608380544 -0.014 0.433337 17.153
21079 2130874910687599616 -0.366 0.763825 21.525
21080 2130875185565536512 0.06 0.686769 31.65
21081 2130875907119953152 0.156 0.551729 19.366
21082 2130875941479696256 -0.098 0.830856 14.304
21083 2130876491235536896 -0.245 0.69907 29.067
21084 2130876903552357632 -0.144 0.869419 16.246
21085 2130878587179618944 0.214 0.361385 17.217
21086 2130878965136715648 -0.126 0.601851 17.99
21087 2130880854922425216 -0.032 1.325871 49.225
21088 2130881576476918144 0.007 0.414402 16.934
21089 2130882916506782336 -0.027 0.748548 20.733
21090 2130883088305470720 0.036 0.319649 10.717
21091 2130884737570409856 0.025 0.925363 19.616
21092 2130886008883155200 -0.115 0.71325 17.113
21093 2130886180681855232 0.066 0.385454 23.1
21094 2130886764797449344 -0.18 0.456755 29.823
21095 2130887108394846848 -0.57 0.392482 65.805
21096 2130890028972408704 -0.094 0.541106 17.957
21097 2130891746959394816 -0.258 0.938115 15.431
21098 2130893705464426880 0.077 0.561083 28.479
21099 2130894427018908544 0.061 0.580886 16.613
21100 2130894564457850752 0.033 0.392445 22.906
21101 2130895011134489216 0.016 0.376657 10.587
21102 2130896351164328192 -0.289 0.766264 30.964
21103 2130897691194179200 -0.137 0.559638 13.01
21104 2130897759913656704 0.142 0.571203 30.453
21105 2130900783570712576 -0.232 0.754341 26.609
21106 2130903047014230528 -0.065 0.361935 20.128
21107 2130904528782145024 -0.022 0.796052 13.737
21108 2130904734940595456 -0.013 0.35565 9.324
21109 2130907930395544960 -0.145 0.713889 19.774
21110 2130908686309827200 -0.153 0.397894 5.615
21111 2130910919692777344 0.348 0.360871 19.79
21112 2130911125851205632 0.216 0.433265 22.346
21113 2130912053564143616 -0.257 0.580813 30.786
21114 2130912981277103360 -0.37 0.816163 36.446
21115 2130916760848370688 -0.11 0.378967 18.596
21116 2130917310604199168 -0.072 0.505416 29.014
21117 2130919303469984768 -0.012 0.349758 20.142
21118 2130920025024502016 -0.187 1.012317 44.506
21119 2130920299902403200 -0.156 0.448914 12.232
21120 2130921124535125760 0.023 0.289033 18.613
21121 2130921188958048000 0.001 0.41349 21.853
21122 2130921261974089856 -0.284 0.386525 10.277
21123 2130922808162325760 -0.18 0.42912 26.947
21124 2130923357918152064 0.083 0.256325 4.745
21125 2130927000050360960 -0.245 0.609905 12.34
21126 2130928340080118784 -0.156 0.337901 6.688
21127 2130928404501243520 -0.046 0.57233 31.03
21128 2130929542671177600 -0.115 0.270956 7.762
21129 2130930504743907584 -0.037 0.280886 1.984
21130 2130931157578983936 -0.32 0.673749 16.619
21131 2130931638615278464 0.166 0.48164 30.685
21132 2130932222730847872 -0.135 0.269601 3.787
21133 2130932944285122944 -0.294 0.81567 22.683
21134 2130933627183883776 -0.198 0.482983 27.939
21135 2130933940717857152 -0.024 0.48141 18.687
21136 2130934009437320192 0.078 0.440969 28.311
21137 2130935108949043968 0.219 0.612394 37.72
21138 2130935452546448768 -0.028 0.445303 19.864
21139 2130935589985420544 -0.046 0.535706 22.24
21140 2130935761784093952 -0.195 0.574935 35.517
21141 2130935791846301952 0.046 0.370876 14.285
21142 2130936174101543040 -0.119 0.318511 19.224
21143 2130936792576259712 0.067 0.341866 17.91
21144 2130937376691652480 0.033 0.413416 30.204
21145 2130937960807248512 -0.362 0.358363 24.388
21146 2130938716721460864 0.036 0.324826 9.535
21147 2130939610074734592 -0.373 0.448472 20.713
21148 2130940743946075776 -0.093 0.307649 14.594
21149 2130940812665570304 -0.355 0.752538 28.139
